time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3835716_c,3835716_h,3835716_r,3835716_s,3835717_c,3835717_h,3835717_r,3835717_s,3835718_c,3835718_h,3835718_r,3835718_s,3835719_c,3835719_h,3835719_r,3835719_s,3835720_c,3835720_h,3835720_r,3835720_s
2023-05-30 11:45:00,,36.0,26.4,31.0,26.3,26.3,[26.3],1.0,28.3,25.0,24.0,1.0,36.0,25.0,24.0,1.0,26.4,25.0,24.0,1.0,28.3,28.0,25.0,1.0,36.0,26.0,24.0
2023-05-30 11:50:00,,36.0,26.2,30.880000000000003,26.3,26.3,[26.3],1.0,28.1,25.0,24.0,1.0,36.0,25.0,24.0,1.0,26.2,24.0,24.0,1.0,28.1,26.0,25.0,1.0,36.0,26.0,24.0
2023-05-30 11:55:00,,36.1,26.4,30.96,26.3,26.3,[26.3],1.0,28.1,25.0,24.0,1.0,36.1,25.0,24.0,1.0,26.4,26.0,24.0,1.0,28.1,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 12:00:00,,36.3,26.8,31.120000000000005,26.4,26.4,[26.4],1.0,28.1,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.8,26.0,24.0,1.0,28.1,27.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 12:05:00,,36.2,27.1,31.3,26.4,26.4,[26.4],1.0,28.5,26.0,24.0,1.0,36.2,25.0,24.0,1.0,27.1,26.0,24.0,1.0,28.5,27.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 12:10:00,,36.1,27.0,31.48,26.2,26.2,[26.2],1.0,29.1,25.0,24.0,1.0,36.1,25.0,24.0,1.0,27.0,25.0,24.0,1.0,29.1,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 12:15:00,,36.1,27.0,31.48,26.0,26.0,[26.0],1.0,29.1,25.0,24.0,1.0,36.1,25.0,24.0,1.0,27.0,24.0,24.0,1.0,29.1,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 12:20:00,,36.1,27.0,31.360000000000003,25.9,25.9,[25.9],1.0,28.8,25.0,24.0,1.0,36.1,25.0,24.0,1.0,27.0,25.0,24.0,1.0,28.8,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 12:25:00,,36.0,26.5,31.02,26.3,26.3,[26.3],1.0,28.3,25.0,24.0,1.0,36.0,25.0,24.0,1.0,26.5,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.0,26.0,24.0
2023-05-30 12:30:00,,36.0,26.4,31.0,25.9,25.9,[25.9],1.0,28.3,25.0,24.0,1.0,36.0,25.0,24.0,1.0,26.4,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.0,25.0,24.0
2023-05-30 12:35:00,,36.0,26.2,30.880000000000003,25.9,25.9,[25.9],1.0,28.1,24.0,24.0,1.0,36.0,25.0,24.0,1.0,26.2,24.0,24.0,1.0,28.1,26.0,25.0,1.0,36.0,26.0,24.0
2023-05-30 12:40:00,,36.1,26.5,31.02,26.4,26.4,[26.4],1.0,28.2,26.0,24.0,1.0,36.1,26.0,24.0,1.0,26.5,25.0,24.0,1.0,28.2,26.0,25.0,1.0,36.1,27.0,24.0
2023-05-30 12:45:00,,36.1,26.9,31.26,26.3,26.3,[26.3],1.0,28.6,25.0,24.0,1.0,36.1,25.0,24.0,1.0,26.9,25.0,24.0,1.0,28.6,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 12:50:00,,36.1,26.9,31.380000000000003,26.4,26.4,[26.4],1.0,28.9,26.0,24.0,1.0,36.1,25.0,24.0,1.0,26.9,25.0,24.0,1.0,28.9,27.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 12:55:00,,36.1,26.7,31.26,26.3,26.3,[26.3],1.0,28.7,25.0,24.0,1.0,36.1,25.0,24.0,1.0,26.7,25.0,24.0,1.0,28.7,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 13:00:00,,36.1,26.4,31.08,26.3,26.3,[26.3],1.0,28.4,25.0,24.0,1.0,36.1,26.0,24.0,1.0,26.4,25.0,24.0,1.0,28.4,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 13:05:00,,36.1,26.3,30.98,26.4,26.4,[26.4],1.0,28.2,25.0,24.0,1.0,36.1,25.0,24.0,1.0,26.3,25.0,24.0,1.0,28.2,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 13:10:00,,36.0,26.4,30.92,25.9,25.9,[25.9],1.0,28.1,24.0,24.0,1.0,36.0,25.0,24.0,1.0,26.4,25.0,24.0,1.0,28.1,26.0,25.0,1.0,36.0,26.0,24.0
2023-05-30 13:15:00,,36.0,26.4,31.0,26.0,26.0,[26.0],1.0,28.3,25.0,24.0,1.0,36.0,25.0,24.0,1.0,26.4,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.0,25.0,24.0
2023-05-30 13:20:00,,36.0,26.7,31.22000000000001,26.0,26.0,[26.0],1.0,28.7,26.0,24.0,1.0,36.0,25.0,24.0,1.0,26.7,26.0,24.0,1.0,28.7,26.0,25.0,1.0,36.0,26.0,24.0
2023-05-30 13:25:00,,36.2,27.2,31.48,26.2,26.2,[26.2],1.0,28.9,26.0,24.0,1.0,36.2,25.0,24.0,1.0,27.2,25.0,24.0,1.0,28.9,27.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 13:30:00,,36.3,27.2,31.71999999999999,26.5,26.5,[26.5],1.0,29.4,26.0,24.0,1.0,36.3,25.0,24.0,1.0,27.2,25.0,24.0,1.0,29.4,28.0,25.0,1.0,36.3,27.0,24.0
2023-05-30 13:35:00,,36.3,27.2,31.71999999999999,26.2,26.2,[26.2],1.0,29.4,26.0,24.0,1.0,36.3,25.0,24.0,1.0,27.2,27.0,24.0,1.0,29.4,27.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 13:40:00,,36.3,27.2,31.68,26.3,26.3,[26.3],1.0,29.3,25.0,24.0,1.0,36.3,25.0,24.0,1.0,27.2,24.0,24.0,1.0,29.3,28.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 13:45:00,,36.3,26.4,31.360000000000003,26.3,26.3,[26.3],1.0,28.9,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.4,27.0,24.0,1.0,28.9,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 13:50:00,,36.3,26.2,31.2,26.2,26.2,[26.2],1.0,28.6,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.2,24.0,24.0,1.0,28.6,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 13:55:00,,36.2,26.2,31.0,26.3,26.3,[26.3],1.0,28.2,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.2,24.0,24.0,1.0,28.2,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 14:00:00,,36.2,26.0,30.880000000000003,26.1,26.1,[26.1],1.0,28.0,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.0,25.0,24.0,1.0,28.0,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 14:05:00,,36.2,25.9,30.820000000000004,26.2,26.2,[26.2],1.0,27.9,25.0,24.0,1.0,36.2,25.0,24.0,1.0,25.9,24.0,24.0,1.0,27.9,25.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 14:10:00,,36.3,26.3,30.98,26.4,26.4,[26.4],1.0,28.0,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.3,25.0,24.0,1.0,28.0,27.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 14:15:00,,36.5,26.7,31.3,26.7,26.7,[26.7],1.0,28.4,26.0,24.0,1.0,36.5,26.0,24.0,1.0,26.7,26.0,24.0,1.0,28.4,27.0,25.0,1.0,36.5,26.0,24.0
2023-05-30 14:20:00,,36.3,26.4,31.12,25.8,25.8,[25.8],1.0,28.3,24.0,24.0,1.0,36.3,25.0,24.0,1.0,26.4,24.0,24.0,1.0,28.3,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 14:25:00,,36.3,26.4,31.04,26.1,26.1,[26.1],1.0,28.1,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.4,26.0,24.0,1.0,28.1,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 14:30:00,,36.2,26.1,30.94,26.1,26.1,[26.1],1.0,28.1,24.0,24.0,1.0,36.2,25.0,24.0,1.0,26.1,24.0,24.0,1.0,28.1,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 14:35:00,,36.2,26.0,30.8,26.1,26.1,[26.1],1.0,27.8,25.0,24.0,1.0,36.2,26.0,24.0,1.0,26.0,25.0,24.0,1.0,27.8,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 14:40:00,,36.2,26.0,30.8,26.3,26.3,[26.3],1.0,27.8,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.0,26.0,24.0,1.0,27.8,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 14:45:00,,36.2,26.0,30.8,26.3,26.3,[26.3],1.0,27.8,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.0,26.0,24.0,1.0,27.8,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 14:50:00,,36.2,26.0,30.8,26.2,26.2,[26.2],1.0,27.8,24.0,24.0,1.0,36.2,26.0,24.0,1.0,26.0,24.0,24.0,1.0,27.8,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 14:55:00,,36.2,26.0,30.76,26.2,26.2,[26.2],1.0,27.7,25.0,24.0,1.0,36.2,26.0,24.0,1.0,26.0,24.0,24.0,1.0,27.7,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 15:00:00,,36.4,26.2,30.92,26.3,26.3,[26.3],1.0,27.8,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.2,26.0,24.0,1.0,27.8,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 15:05:00,,36.4,26.7,31.22,26.6,26.6,[26.6],1.0,28.3,26.0,24.0,1.0,36.4,25.0,24.0,1.0,26.7,26.0,24.0,1.0,28.3,27.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 15:10:00,,36.4,26.4,31.2,26.3,26.3,[26.3],1.0,28.4,24.0,24.0,1.0,36.4,25.0,24.0,1.0,26.4,25.0,24.0,1.0,28.4,26.0,25.0,1.0,36.4,25.0,24.0
2023-05-30 15:15:00,,36.4,26.4,31.16,26.3,26.3,[26.3],1.0,28.3,24.0,24.0,1.0,36.4,26.0,24.0,1.0,26.4,24.0,24.0,1.0,28.3,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 15:20:00,,36.4,26.3,31.14,26.5,26.5,[26.5],1.0,28.3,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.3,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.4,28.0,24.0
2023-05-30 15:25:00,,36.6,26.6,31.28,26.6,26.6,[26.6],1.0,28.3,26.0,24.0,1.0,36.6,26.0,24.0,1.0,26.6,26.0,24.0,1.0,28.3,26.0,25.0,1.0,36.6,26.0,24.0
2023-05-30 15:30:00,,36.5,27.0,31.6,26.3,26.3,[26.3],1.0,29.0,25.0,24.0,1.0,36.5,25.0,24.0,1.0,27.0,25.0,24.0,1.0,29.0,27.0,25.0,1.0,36.5,26.0,24.0
2023-05-30 15:35:00,,36.4,27.1,31.66,26.1,26.1,[26.1],1.0,29.2,26.0,24.0,1.0,36.4,25.0,24.0,1.0,27.1,26.0,24.0,1.0,29.2,27.0,25.0,1.0,36.4,25.0,24.0
2023-05-30 15:40:00,,36.4,26.6,31.52,26.2,26.2,[26.2],1.0,29.1,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.6,26.0,24.0,1.0,29.1,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 15:45:00,,36.3,26.6,31.32,26.2,26.2,[26.2],1.0,28.7,24.0,24.0,1.0,36.3,25.0,24.0,1.0,26.6,24.0,24.0,1.0,28.7,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 15:50:00,,36.2,26.2,31.079999999999995,26.3,26.3,[26.3],1.0,28.4,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.2,24.0,24.0,1.0,28.4,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 15:55:00,,36.2,25.9,31.020000000000003,26.2,26.2,[26.2],1.0,28.4,25.0,24.0,1.0,36.2,26.0,24.0,1.0,25.9,25.0,24.0,1.0,28.4,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 16:00:00,,36.2,26.0,30.96,26.4,26.4,[26.4],1.0,28.2,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.0,25.0,24.0,1.0,28.2,27.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 16:05:00,,36.1,26.0,30.84,26.2,26.2,[26.2],1.0,28.0,24.0,24.0,1.0,36.1,25.0,24.0,1.0,26.0,24.0,24.0,1.0,28.0,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 16:10:00,,36.1,26.0,30.76,26.3,26.3,[26.3],1.0,27.8,25.0,24.0,1.0,36.1,25.0,24.0,1.0,26.0,25.0,24.0,1.0,27.8,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 16:15:00,,36.0,26.0,30.76,26.3,26.3,[26.3],1.0,27.9,25.0,24.0,1.0,36.0,25.0,24.0,1.0,26.0,26.0,24.0,1.0,27.9,26.0,25.0,1.0,36.0,26.0,24.0
2023-05-30 16:20:00,,36.1,26.4,30.96,26.5,26.5,[26.5],1.0,28.1,26.0,24.0,1.0,36.1,25.0,24.0,1.0,26.4,25.0,24.0,1.0,28.1,27.0,25.0,1.0,36.1,26.0,24.0
2023-05-30 16:25:00,,36.1,26.7,31.22,26.5,26.5,[26.5],1.0,28.6,25.0,24.0,1.0,36.1,25.0,24.0,1.0,26.7,25.0,24.0,1.0,28.6,26.0,25.0,1.0,36.1,25.0,24.0
2023-05-30 16:30:00,,36.2,26.9,31.3,26.4,26.4,[26.4],1.0,28.6,26.0,24.0,1.0,36.2,25.0,24.0,1.0,26.9,25.0,24.0,1.0,28.6,27.0,25.0,1.0,36.2,27.0,24.0
2023-05-30 16:35:00,,36.2,26.5,31.26,26.3,26.3,[26.3],1.0,28.7,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.5,26.0,24.0,1.0,28.7,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 16:40:00,,36.3,26.3,31.14,26.3,26.3,[26.3],1.0,28.4,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.3,25.0,24.0,1.0,28.4,26.0,25.0,1.0,36.3,25.0,24.0
2023-05-30 16:45:00,,36.2,26.3,30.980000000000008,26.1,26.1,[26.1],1.0,28.1,24.0,24.0,1.0,36.2,25.0,24.0,1.0,26.3,24.0,24.0,1.0,28.1,26.0,25.0,1.0,36.2,25.0,24.0
2023-05-30 16:50:00,,36.4,26.0,30.880000000000003,26.1,26.1,[26.1],1.0,27.8,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.0,26.0,24.0,1.0,27.8,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 16:55:00,,36.4,25.9,30.82,26.0,26.0,[26.0],1.0,27.7,24.0,24.0,1.0,36.4,25.0,24.0,1.0,25.9,24.0,24.0,1.0,27.7,25.0,25.0,1.0,36.4,27.0,24.0
2023-05-30 17:00:00,,36.4,25.9,30.82,26.1,26.1,[26.1],1.0,27.7,24.0,24.0,1.0,36.4,26.0,24.0,1.0,25.9,25.0,24.0,1.0,27.7,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 17:05:00,,36.5,25.9,30.78,26.2,26.2,[26.2],1.0,27.5,25.0,24.0,1.0,36.5,25.0,24.0,1.0,25.9,25.0,24.0,1.0,27.5,26.0,25.0,1.0,36.5,26.0,24.0
2023-05-30 17:10:00,,36.5,25.9,30.78,26.0,26.0,[26.0],1.0,27.5,24.0,24.0,1.0,36.5,25.0,24.0,1.0,25.9,24.0,24.0,1.0,27.5,25.0,25.0,1.0,36.5,25.0,24.0
2023-05-30 17:15:00,,36.5,26.2,30.96,26.3,26.3,[26.3],1.0,27.8,26.0,24.0,1.0,36.5,26.0,24.0,1.0,26.2,26.0,24.0,1.0,27.8,27.0,25.0,1.0,36.5,26.0,24.0
2023-05-30 17:20:00,,36.6,26.7,31.26,26.5,26.5,[26.5],1.0,28.2,26.0,24.0,1.0,36.6,25.0,24.0,1.0,26.7,26.0,24.0,1.0,28.2,26.0,25.0,1.0,36.6,26.0,24.0
2023-05-30 17:25:00,,36.9,26.9,31.62,26.6,26.6,[26.6],1.0,28.7,26.0,24.0,1.0,36.9,26.0,24.0,1.0,26.9,25.0,24.0,1.0,28.7,26.0,25.0,1.0,36.9,26.0,24.0
2023-05-30 17:30:00,,37.1,26.9,31.86,26.7,26.7,[26.7],1.0,29.1,26.0,24.0,1.0,37.1,26.0,24.0,1.0,26.9,25.0,24.0,1.0,29.1,27.0,25.0,1.0,37.1,26.0,24.0
2023-05-30 17:35:00,,37.2,27.2,32.08,26.8,26.8,[26.8],1.0,29.4,26.0,24.0,1.0,37.2,26.0,24.0,1.0,27.2,26.0,24.0,1.0,29.4,26.0,25.0,1.0,37.2,26.0,24.0
2023-05-30 17:40:00,,37.0,26.4,31.72,26.4,26.4,[26.4],1.0,29.1,25.0,24.0,1.0,37.0,25.0,24.0,1.0,26.4,25.0,24.0,1.0,29.1,26.0,25.0,1.0,37.0,26.0,24.0
2023-05-30 17:45:00,,37.0,26.4,31.72,26.2,26.2,[26.2],1.0,29.1,24.0,24.0,1.0,37.0,26.0,24.0,1.0,26.4,24.0,24.0,1.0,29.1,25.0,25.0,1.0,37.0,26.0,24.0
2023-05-30 17:50:00,,36.6,26.1,31.140000000000004,26.2,26.2,[26.2],1.0,28.2,25.0,24.0,1.0,36.6,26.0,24.0,1.0,26.1,25.0,24.0,1.0,28.2,26.0,25.0,1.0,36.6,26.0,24.0
2023-05-30 17:55:00,,36.4,26.1,30.98,26.2,26.2,[26.2],1.0,28.0,25.0,24.0,1.0,36.4,25.0,24.0,1.0,26.1,25.0,24.0,1.0,28.0,27.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 18:00:00,,36.2,25.9,30.78,26.1,26.1,[26.1],1.0,27.8,24.0,24.0,1.0,36.2,25.0,24.0,1.0,25.9,24.0,24.0,1.0,27.8,25.0,25.0,1.0,36.2,25.0,24.0
2023-05-30 18:05:00,,36.3,26.2,30.96,26.3,26.3,[26.3],1.0,28.0,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.2,25.0,24.0,1.0,28.0,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 18:10:00,,36.5,26.2,31.24,26.6,26.6,[26.6],1.0,28.5,26.0,24.0,1.0,36.5,26.0,24.0,1.0,26.2,26.0,24.0,1.0,28.5,26.0,25.0,1.0,36.5,26.0,24.0
2023-05-30 18:15:00,,36.3,26.2,31.119999999999997,26.2,26.2,[26.2],1.0,28.4,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.2,25.0,24.0,1.0,28.4,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 18:20:00,,36.3,26.0,30.96,26.0,26.0,[26.0],1.0,28.1,24.0,24.0,1.0,36.3,25.0,24.0,1.0,26.0,24.0,24.0,1.0,28.1,25.0,25.0,1.0,36.3,25.0,24.0
2023-05-30 18:25:00,,36.3,26.5,31.06,26.4,26.4,[26.4],1.0,28.1,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.5,25.0,24.0,1.0,28.1,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 18:30:00,,36.3,26.1,31.02,26.2,26.2,[26.2],1.0,28.2,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.1,25.0,24.0,1.0,28.2,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 18:35:00,,36.2,26.2,30.920000000000005,26.2,26.2,[26.2],1.0,28.0,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.2,25.0,24.0,1.0,28.0,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 18:40:00,,36.2,26.1,30.860000000000003,26.3,26.3,[26.3],1.0,27.9,25.0,24.0,1.0,36.2,26.0,24.0,1.0,26.1,25.0,24.0,1.0,27.9,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 18:45:00,,36.4,26.0,30.92,26.0,26.0,[26.0],1.0,27.9,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.0,26.0,24.0,1.0,27.9,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 18:50:00,,36.6,26.6,31.28,26.5,26.5,[26.5],1.0,28.3,26.0,24.0,1.0,36.6,26.0,24.0,1.0,26.6,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.6,26.0,24.0
2023-05-30 18:55:00,,36.5,26.9,31.46,26.5,26.5,[26.5],1.0,28.7,26.0,24.0,1.0,36.5,25.0,24.0,1.0,26.9,26.0,24.0,1.0,28.7,26.0,25.0,1.0,36.5,26.0,24.0
2023-05-30 19:00:00,,36.4,26.6,31.4,26.3,26.3,[26.3],1.0,28.8,24.0,24.0,1.0,36.4,26.0,24.0,1.0,26.6,25.0,24.0,1.0,28.8,26.0,25.0,1.0,36.4,25.0,24.0
2023-05-30 19:05:00,,36.4,26.5,31.26,26.3,26.3,[26.3],1.0,28.5,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.5,25.0,24.0,1.0,28.5,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 19:10:00,,36.4,26.1,31.059999999999995,26.0,26.0,[26.0],1.0,28.2,24.0,24.0,1.0,36.4,26.0,24.0,1.0,26.1,24.0,24.0,1.0,28.2,25.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 19:15:00,,36.4,26.1,31.059999999999995,26.4,26.4,[26.4],1.0,28.2,26.0,24.0,1.0,36.4,25.0,24.0,1.0,26.1,25.0,24.0,1.0,28.2,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 19:20:00,,36.4,26.9,31.46,26.5,26.5,[26.5],1.0,28.8,25.0,24.0,1.0,36.4,25.0,24.0,1.0,26.9,25.0,24.0,1.0,28.8,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 19:25:00,,36.3,26.3,31.22000000000001,26.2,26.2,[26.2],1.0,28.6,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.3,25.0,24.0,1.0,28.6,25.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 19:30:00,,36.3,26.2,31.079999999999995,26.0,26.0,[26.0],1.0,28.3,24.0,24.0,1.0,36.3,26.0,24.0,1.0,26.2,24.0,24.0,1.0,28.3,25.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 19:35:00,,36.3,26.7,31.26,26.4,26.4,[26.4],1.0,28.5,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.7,25.0,24.0,1.0,28.5,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 19:40:00,,36.5,27.0,31.4,26.5,26.5,[26.5],1.0,28.5,26.0,24.0,1.0,36.5,26.0,24.0,1.0,27.0,26.0,24.0,1.0,28.5,26.0,25.0,1.0,36.5,26.0,24.0
2023-05-30 19:45:00,,36.3,27.0,31.44,26.2,26.2,[26.2],1.0,28.8,25.0,24.0,1.0,36.3,25.0,24.0,1.0,27.0,24.0,24.0,1.0,28.8,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 19:50:00,,36.3,26.1,31.14,26.1,26.1,[26.1],1.0,28.5,24.0,24.0,1.0,36.3,25.0,24.0,1.0,26.1,24.0,24.0,1.0,28.5,25.0,25.0,1.0,36.3,25.0,24.0
2023-05-30 19:55:00,,36.3,26.7,31.34,26.4,26.4,[26.4],1.0,28.7,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.7,27.0,24.0,1.0,28.7,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 20:00:00,,36.2,26.8,31.4,26.1,26.1,[26.1],1.0,28.9,26.0,24.0,1.0,36.2,26.0,24.0,1.0,26.8,26.0,24.0,1.0,28.9,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 20:05:00,,36.4,26.5,31.380000000000003,26.0,26.0,[26.0],1.0,28.8,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.5,25.0,24.0,1.0,28.8,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 20:10:00,,36.4,26.5,31.380000000000003,26.2,26.2,[26.2],1.0,28.8,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.5,26.0,24.0,1.0,28.8,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 20:15:00,,36.4,26.5,31.26,26.3,26.3,[26.3],1.0,28.5,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.5,26.0,24.0,1.0,28.5,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-30 20:20:00,,36.2,26.5,31.1,26.2,26.2,[26.2],1.0,28.3,25.0,24.0,1.0,36.2,26.0,24.0,1.0,26.5,26.0,24.0,1.0,28.3,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 20:25:00,,36.3,26.1,30.9,26.0,26.0,[26.0],1.0,27.9,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.1,24.0,24.0,1.0,27.9,25.0,25.0,1.0,36.3,25.0,24.0
2023-05-30 20:30:00,,36.3,26.4,31.04,26.2,26.2,[26.2],1.0,28.1,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.4,26.0,24.0,1.0,28.1,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 20:35:00,,36.5,26.8,31.360000000000003,26.5,26.5,[26.5],1.0,28.5,26.0,24.0,1.0,36.5,26.0,24.0,1.0,26.8,26.0,24.0,1.0,28.5,26.0,25.0,1.0,36.5,26.0,24.0
2023-05-30 20:40:00,,36.3,26.8,31.320000000000004,26.2,26.2,[26.2],1.0,28.6,24.0,24.0,1.0,36.3,25.0,24.0,1.0,26.8,25.0,24.0,1.0,28.6,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 20:45:00,,36.3,26.4,31.12,26.2,26.2,[26.2],1.0,28.3,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.4,24.0,24.0,1.0,28.3,25.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 20:50:00,,36.2,26.1,30.98,26.3,26.3,[26.3],1.0,28.2,26.0,24.0,1.0,36.2,25.0,24.0,1.0,26.1,26.0,24.0,1.0,28.2,27.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 20:55:00,,36.2,26.8,31.320000000000004,26.5,26.5,[26.5],1.0,28.7,26.0,24.0,1.0,36.2,25.0,24.0,1.0,26.8,26.0,24.0,1.0,28.7,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 21:00:00,,36.3,26.4,31.28,26.2,26.2,[26.2],1.0,28.7,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.4,25.0,24.0,1.0,28.7,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 21:05:00,,36.3,26.5,31.26,26.2,26.2,[26.2],1.0,28.6,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.5,26.0,24.0,1.0,28.6,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-30 21:10:00,,36.2,26.2,30.96,26.0,26.0,[26.0],1.0,28.1,24.0,24.0,1.0,36.2,26.0,24.0,1.0,26.2,24.0,24.0,1.0,28.1,25.0,25.0,1.0,36.2,26.0,24.0
2023-05-30 21:15:00,,36.4,26.6,31.24,26.4,26.4,[26.4],1.0,28.4,26.0,24.0,1.0,36.4,25.0,24.0,1.0,26.6,25.0,24.0,1.0,28.4,26.0,25.0,1.0,36.4,26.0,24.0
